sale_id,sale_date,product_id,promotion_id,quantity_sold,revenue,baseline_revenue,discount_applied_pct,is_promoted
81,2024-01-01,2,,1,1.05,1.05,0,0
82,2024-01-01,19,,4,11.97,11.97,0,0
83,2024-01-01,17,,5,8.71,8.71,0,0
84,2024-01-01,6,,1,1.37,1.37,0,0
85,2024-01-01,17,,1,1.74,1.74,0,0
86,2024-01-01,28,,2,1.95,1.95,0,0
87,2024-01-01,3,,5,6.63,6.63,0,0
88,2024-01-01,3,,2,2.65,2.65,0,0
89,2024-01-01,13,,1,0.91,0.91,0,0
90,2024-01-01,29,,5,9.65,9.65,0,0
91,2024-01-01,8,,5,3.82,3.82,0,0
92,2024-01-01,20,,1,1.29,1.29,0,0
93,2024-01-01,20,,1,1.29,1.29,0,0
94,2024-01-01,14,,5,6.38,6.38,0,0
95,2024-01-01,19,,5,14.96,14.96,0,0
96,2024-01-01,11,,3,3.95,3.95,0,0
97,2024-01-01,7,,3,4.77,4.77,0,0
98,2024-01-01,8,,3,2.29,2.29,0,0
99,2024-01-01,13,,2,1.82,1.82,0,0
100,2024-01-01,22,,3,5.07,5.07,0,0
101,2024-01-01,15,,3,6.68,6.68,0,0
102,2024-01-01,30,,1,1.62,1.62,0,0
103,2024-01-01,1,,4,6.9,6.9,0,0
104,2024-01-01,20,,5,6.46,6.46,0,0
105,2024-01-01,4,,1,1.27,1.27,0,0
106,2024-01-01,18,,2,5.05,5.05,0,0
107,2024-01-01,17,,3,5.23,5.23,0,0
108,2024-01-01,5,,3,5.51,5.51,0,0
109,2024-01-01,29,,1,1.93,1.93,0,0
110,2024-01-01,29,,2,3.86,3.86,0,0
111,2024-01-01,12,,3,5.76,5.76,0,0
112,2024-01-01,6,,4,5.47,5.47,0,0
113,2024-01-01,27,,5,4.84,4.84,0,0
114,2024-01-01,23,,3,3.52,3.52,0,0
115,2024-01-01,20,,5,6.46,6.46,0,0
116,2024-01-01,1,,5,8.63,8.63,0,0
117,2024-01-01,10,,1,0.71,0.71,0,0
118,2024-01-01,29,,2,3.86,3.86,0,0
119,2024-01-01,9,,1,1.11,1.11,0,0
120,2024-01-01,29,,1,1.93,1.93,0,0
121,2024-01-01,24,,5,4.51,4.51,0,0
122,2024-01-01,5,,3,5.51,5.51,0,0
123,2024-01-01,10,,5,3.57,3.57,0,0
124,2024-01-01,7,,3,4.77,4.77,0,0
125,2024-01-01,7,,3,4.77,4.77,0,0
126,2024-01-01,17,,4,6.97,6.97,0,0
127,2024-01-01,9,,1,1.11,1.11,0,0
128,2024-01-01,3,,4,5.3,5.3,0,0
129,2024-01-01,27,,3,2.91,2.91,0,0
130,2024-01-01,2,,1,1.05,1.05,0,0
131,2024-01-01,11,,2,2.63,2.63,0,0
132,2024-01-01,21,,3,5.53,5.53,0,0
133,2024-01-01,6,,4,5.47,5.47,0,0
134,2024-01-01,18,,4,10.1,10.1,0,0
135,2024-01-01,18,,1,2.52,2.52,0,0
136,2024-01-01,4,,1,1.27,1.27,0,0
137,2024-01-01,29,,2,3.86,3.86,0,0
138,2024-01-01,18,,1,2.52,2.52,0,0
139,2024-01-01,27,,3,2.91,2.91,0,0
140,2024-01-01,19,,5,14.96,14.96,0,0
141,2024-01-01,5,,4,7.34,7.34,0,0
142,2024-01-01,5,,1,1.84,1.84,0,0
143,2024-01-01,10,,3,2.14,2.14,0,0
144,2024-01-01,29,,1,1.93,1.93,0,0
145,2024-01-01,29,,3,5.79,5.79,0,0
146,2024-01-01,7,,2,3.18,3.18,0,0
147,2024-01-01,22,,1,1.69,1.69,0,0
148,2024-01-01,12,,5,9.6,9.6,0,0
149,2024-01-01,29,,4,7.72,7.72,0,0
150,2024-01-01,20,,2,2.58,2.58,0,0
151,2024-01-01,30,,2,3.25,3.25,0,0
152,2024-01-01,28,,2,1.95,1.95,0,0
153,2024-01-01,26,,2,2.55,2.55,0,0
154,2024-01-01,29,,4,7.72,7.72,0,0
155,2024-01-01,1,,2,3.45,3.45,0,0
156,2024-01-01,24,,3,2.7,2.7,0,0
157,2024-01-01,26,,4,5.1,5.1,0,0
158,2024-01-01,26,,2,2.55,2.55,0,0
159,2024-01-01,9,,2,2.23,2.23,0,0
160,2024-01-01,26,,1,1.27,1.27,0,0
161,2024-01-01,13,,1,0.91,0.91,0,0
162,2024-01-01,28,,4,3.91,3.91,0,0
163,2024-01-01,8,,2,1.53,1.53,0,0
164,2024-01-01,27,,4,3.88,3.88,0,0
165,2024-01-01,12,,3,5.76,5.76,0,0
166,2024-01-01,27,,2,1.94,1.94,0,0
167,2024-01-01,8,,1,0.77,0.77,0,0
168,2024-01-01,22,,2,3.38,3.38,0,0
169,2024-01-01,13,,3,2.73,2.73,0,0
170,2024-01-01,9,,1,1.11,1.11,0,0
171,2024-01-01,25,,3,6.2,6.2,0,0
172,2024-01-01,12,,5,9.6,9.6,0,0
173,2024-01-01,13,,5,4.55,4.55,0,0
174,2024-01-01,11,,1,1.32,1.32,0,0
175,2024-01-01,4,,3,3.8,3.8,0,0
176,2024-01-01,6,,5,6.84,6.84,0,0
177,2024-01-01,9,,1,1.11,1.11,0,0
178,2024-01-01,4,,5,6.33,6.33,0,0
179,2024-01-01,14,,3,3.82,3.82,0,0
180,2024-01-01,24,,3,2.7,2.7,0,0
181,2024-01-01,14,,5,6.38,6.38,0,0
182,2024-01-01,17,,1,1.74,1.74,0,0
183,2024-01-01,13,,5,4.55,4.55,0,0
184,2024-01-01,7,,3,4.77,4.77,0,0
185,2024-01-01,2,,4,4.18,4.18,0,0
186,2024-01-01,1,,5,8.63,8.63,0,0
187,2024-01-01,30,,5,8.12,8.12,0,0
188,2024-01-01,22,,2,3.38,3.38,0,0
189,2024-01-01,12,,4,7.68,7.68,0,0
190,2024-01-01,3,,3,3.98,3.98,0,0
191,2024-01-01,20,,3,3.88,3.88,0,0
192,2024-01-01,22,,1,1.69,1.69,0,0
193,2024-01-01,24,,3,2.7,2.7,0,0
194,2024-01-01,17,,3,5.23,5.23,0,0
195,2024-01-01,22,,4,6.77,6.77,0,0
196,2024-01-01,11,,4,5.27,5.27,0,0
197,2024-01-01,23,,3,3.52,3.52,0,0
198,2024-01-01,18,,2,5.05,5.05,0,0
199,2024-01-01,7,,4,6.36,6.36,0,0
200,2024-01-01,22,,4,6.77,6.77,0,0
201,2024-01-01,22,,2,3.38,3.38,0,0
202,2024-01-01,20,,5,6.46,6.46,0,0
203,2024-01-01,10,,4,2.86,2.86,0,0
204,2024-01-01,18,,1,2.52,2.52,0,0
205,2024-01-01,10,,3,2.14,2.14,0,0
206,2024-01-01,7,,4,6.36,6.36,0,0
207,2024-01-01,26,,5,6.38,6.38,0,0
208,2024-01-01,20,,3,3.88,3.88,0,0
209,2024-01-01,15,,4,8.91,8.91,0,0
210,2024-01-01,15,,2,4.45,4.45,0,0
211,2024-01-01,17,,4,6.97,6.97,0,0
212,2024-01-01,26,,2,2.55,2.55,0,0
213,2024-01-01,22,,1,1.69,1.69,0,0
214,2024-01-01,10,,5,3.57,3.57,0,0
215,2024-01-01,22,,5,8.46,8.46,0,0
216,2024-01-01,11,,1,1.32,1.32,0,0
217,2024-01-01,27,,2,1.94,1.94,0,0
218,2024-01-01,22,,3,5.07,5.07,0,0
219,2024-01-01,8,,2,1.53,1.53,0,0
220,2024-01-01,5,,1,1.84,1.84,0,0
221,2024-01-01,2,,2,2.09,2.09,0,0
222,2024-01-01,16,,5,12.15,12.15,0,0
223,2024-01-01,28,,1,0.98,0.98,0,0
224,2024-01-01,15,,4,8.91,8.91,0,0
225,2024-01-01,29,,5,9.65,9.65,0,0
226,2024-01-01,7,,4,6.36,6.36,0,0
227,2024-01-01,16,,4,9.72,9.72,0,0
228,2024-01-01,8,,2,1.53,1.53,0,0
229,2024-01-01,21,,1,1.84,1.84,0,0
230,2024-01-01,29,,1,1.93,1.93,0,0
231,2024-01-01,25,,4,8.26,8.26,0,0
232,2024-01-01,8,,2,1.53,1.53,0,0
233,2024-01-01,26,,5,6.38,6.38,0,0
234,2024-01-01,15,,1,2.23,2.23,0,0
235,2024-01-01,18,,2,5.05,5.05,0,0
236,2024-01-01,30,,1,1.62,1.62,0,0
237,2024-01-01,15,,2,4.45,4.45,0,0
238,2024-01-01,26,,4,5.1,5.1,0,0
239,2024-01-01,22,,5,8.46,8.46,0,0
240,2024-01-01,18,,5,12.62,12.62,0,0
241,2024-01-01,11,,4,5.27,5.27,0,0
242,2024-01-01,20,,5,6.46,6.46,0,0
243,2024-01-01,14,,5,6.38,6.38,0,0
244,2024-01-01,15,,2,4.45,4.45,0,0
245,2024-01-01,24,,4,3.6,3.6,0,0
246,2024-01-01,15,,3,6.68,6.68,0,0
247,2024-01-01,25,,2,4.13,4.13,0,0
248,2024-01-01,27,,3,2.91,2.91,0,0
249,2024-01-01,25,,5,10.33,10.33,0,0
250,2024-01-01,16,,2,4.86,4.86,0,0
251,2024-01-01,9,,4,4.45,4.45,0,0
252,2024-01-01,3,,3,3.98,3.98,0,0
253,2024-01-01,8,,3,2.29,2.29,0,0
254,2024-01-01,11,,3,3.95,3.95,0,0
255,2024-01-01,29,,5,9.65,9.65,0,0
256,2024-01-01,3,,2,2.65,2.65,0,0
257,2024-01-01,5,,2,3.67,3.67,0,0
258,2024-01-01,13,,2,1.82,1.82,0,0
259,2024-01-01,23,,2,2.35,2.35,0,0
260,2024-01-01,3,,4,5.3,5.3,0,0
261,2024-01-01,14,,3,3.82,3.82,0,0
262,2024-01-01,18,,4,10.1,10.1,0,0
263,2024-01-01,14,,1,1.27,1.27,0,0
264,2024-01-01,7,,4,6.36,6.36,0,0
265,2024-01-01,13,,5,4.55,4.55,0,0
266,2024-01-01,23,,1,1.17,1.17,0,0
267,2024-01-01,28,,5,4.89,4.89,0,0
268,2024-01-01,13,,4,3.64,3.64,0,0
269,2024-01-01,1,,3,5.18,5.18,0,0
270,2024-01-01,10,,4,2.86,2.86,0,0
271,2024-01-01,28,,4,3.91,3.91,0,0
272,2024-01-01,18,,5,12.62,12.62,0,0
273,2024-01-01,26,,5,6.38,6.38,0,0
274,2024-01-01,29,,2,3.86,3.86,0,0
275,2024-01-01,16,,2,4.86,4.86,0,0
276,2024-01-01,9,,4,4.45,4.45,0,0
277,2024-01-01,16,,1,2.43,2.43,0,0
278,2024-01-01,13,,3,2.73,2.73,0,0
279,2024-01-01,22,,4,6.77,6.77,0,0
280,2024-01-01,24,,2,1.8,1.8,0,0
281,2024-01-01,27,,4,3.88,3.88,0,0
282,2024-01-01,30,,2,3.25,3.25,0,0
283,2024-01-01,20,,5,6.46,6.46,0,0
284,2024-01-01,1,,4,6.9,6.9,0,0
285,2024-01-01,19,,5,14.96,14.96,0,0
286,2024-01-01,22,,1,1.69,1.69,0,0
287,2024-01-01,3,,4,5.3,5.3,0,0
288,2024-01-01,5,,4,7.34,7.34,0,0
289,2024-01-01,6,,1,1.37,1.37,0,0
290,2024-01-01,9,,4,4.45,4.45,0,0
291,2024-01-01,11,,2,2.63,2.63,0,0
292,2024-01-01,15,,3,6.68,6.68,0,0
293,2024-01-01,11,,4,5.27,5.27,0,0
294,2024-01-01,9,,4,4.45,4.45,0,0
295,2024-01-01,9,,1,1.11,1.11,0,0
296,2024-01-01,16,,1,2.43,2.43,0,0
297,2024-01-01,24,,5,4.51,4.51,0,0
298,2024-01-01,2,,3,3.14,3.14,0,0
299,2024-01-01,8,,1,0.77,0.77,0,0
300,2024-01-01,25,,1,2.07,2.07,0,0
301,2024-01-01,25,,1,2.07,2.07,0,0
302,2024-01-01,8,,2,1.53,1.53,0,0
303,2024-01-01,27,,1,0.97,0.97,0,0
304,2024-01-01,20,,2,2.58,2.58,0,0
305,2024-01-01,8,,2,1.53,1.53,0,0
306,2024-01-01,16,,1,2.43,2.43,0,0
307,2024-01-01,19,,2,5.98,5.98,0,0
308,2024-01-01,15,,3,6.68,6.68,0,0
309,2024-01-01,25,,3,6.2,6.2,0,0
310,2024-01-01,6,,5,6.84,6.84,0,0
311,2024-01-01,20,,1,1.29,1.29,0,0
312,2024-01-01,25,,2,4.13,4.13,0,0
313,2024-01-01,10,,1,0.71,0.71,0,0
314,2024-01-01,19,,1,2.99,2.99,0,0
315,2024-01-01,30,,3,4.87,4.87,0,0
316,2024-01-01,19,,4,11.97,11.97,0,0
317,2024-01-01,13,,2,1.82,1.82,0,0
318,2024-01-01,3,,5,6.63,6.63,0,0
319,2024-01-01,23,,2,2.35,2.35,0,0
320,2024-01-01,4,,3,3.8,3.8,0,0
321,2024-01-01,28,,5,4.89,4.89,0,0
322,2024-01-01,26,,1,1.27,1.27,0,0
323,2024-01-01,26,,5,6.38,6.38,0,0
324,2024-01-01,26,,1,1.27,1.27,0,0
325,2024-01-01,12,,5,9.6,9.6,0,0
326,2024-01-01,14,,3,3.82,3.82,0,0
327,2024-01-01,3,,5,6.63,6.63,0,0
328,2024-01-01,21,,3,5.53,5.53,0,0
329,2024-01-01,1,,4,6.9,6.9,0,0
330,2024-01-02,4,,4,5.07,5.07,0,0
331,2024-01-02,21,,4,7.38,7.38,0,0
332,2024-01-02,14,,2,2.55,2.55,0,0
333,2024-01-02,21,,3,5.53,5.53,0,0
334,2024-01-02,30,,5,8.12,8.12,0,0
335,2024-01-02,15,,4,8.91,8.91,0,0
336,2024-01-02,19,2,3,8.17,8.98,30,1
337,2024-01-02,27,3,1,0.89,0.97,20,1
338,2024-01-02,8,,4,3.06,3.06,0,0
339,2024-01-02,22,3,4,5.95,6.77,20,1
340,2024-01-02,28,2,3,2.36,2.93,30,1
341,2024-01-02,12,3,3,5.53,5.76,20,1
342,2024-01-02,18,,1,2.52,2.52,0,0
343,2024-01-02,7,3,1,1.91,1.59,20,1
344,2024-01-02,16,,5,12.15,12.15,0,0
345,2024-01-02,23,,4,4.69,4.69,0,0
346,2024-01-02,16,,4,9.72,9.72,0,0
347,2024-01-02,3,2,3,3.9,3.98,30,1
348,2024-01-02,10,,5,3.57,3.57,0,0
349,2024-01-02,18,3,5,13.13,12.62,20,1
350,2024-01-02,12,3,4,7.38,7.68,20,1
351,2024-01-02,8,,1,0.77,0.77,0,0
352,2024-01-02,11,,1,1.32,1.32,0,0
353,2024-01-02,25,3,2,3.64,4.13,20,1
354,2024-01-02,9,,5,5.57,5.57,0,0
355,2024-01-02,17,2,5,7.93,8.71,30,1
356,2024-01-02,27,3,2,1.78,1.94,20,1
357,2024-01-02,6,2,3,4.31,4.11,30,1
358,2024-01-02,9,,1,1.11,1.11,0,0
359,2024-01-02,18,,3,7.57,7.57,0,0
360,2024-01-02,5,2,4,7.2,7.34,30,1
361,2024-01-02,19,,3,8.98,8.98,0,0
362,2024-01-02,15,2,3,5.61,6.68,30,1
363,2024-01-02,9,2,4,4.68,4.45,30,1
364,2024-01-02,13,2,4,3.06,3.64,30,1
365,2024-01-02,5,,2,3.67,3.67,0,0
366,2024-01-02,10,,1,0.71,0.71,0,0
367,2024-01-02,4,,5,6.33,6.33,0,0
368,2024-01-02,20,,5,6.46,6.46,0,0
369,2024-01-02,8,,5,3.82,3.82,0,0
370,2024-01-02,30,3,4,5.97,6.49,20,1
371,2024-01-02,10,,5,3.57,3.57,0,0
372,2024-01-02,20,,1,1.29,1.29,0,0
373,2024-01-02,7,2,2,3.34,3.18,30,1
374,2024-01-02,6,2,2,2.87,2.74,30,1
375,2024-01-02,6,,1,1.37,1.37,0,0
376,2024-01-02,23,,5,5.86,5.86,0,0
377,2024-01-02,2,3,2,2.34,2.09,20,1
378,2024-01-02,23,2,4,3.61,4.69,30,1
379,2024-01-02,30,,3,4.87,4.87,0,0
380,2024-01-02,21,,5,9.22,9.22,0,0
381,2024-01-02,30,,2,3.25,3.25,0,0
382,2024-01-02,18,,2,5.05,5.05,0,0
383,2024-01-02,30,,3,4.87,4.87,0,0
384,2024-01-02,3,3,1,1.49,1.33,20,1
385,2024-01-02,20,,5,6.46,6.46,0,0
386,2024-01-02,15,,1,2.23,2.23,0,0
387,2024-01-02,10,,4,2.86,2.86,0,0
388,2024-01-02,17,,5,8.71,8.71,0,0
389,2024-01-02,3,3,5,7.43,6.63,20,1
390,2024-01-02,24,,3,2.7,2.7,0,0
391,2024-01-02,1,2,1,1.69,1.73,30,1
392,2024-01-02,25,,3,6.2,6.2,0,0
393,2024-01-02,25,,2,4.13,4.13,0,0
394,2024-01-02,21,,4,7.38,7.38,0,0
395,2024-01-02,6,,5,6.84,6.84,0,0
396,2024-01-02,27,,4,3.88,3.88,0,0
397,2024-01-02,16,,3,7.29,7.29,0,0
398,2024-01-02,11,,1,1.32,1.32,0,0
399,2024-01-02,11,,4,5.27,5.27,0,0
400,2024-01-02,10,,4,2.86,2.86,0,0
401,2024-01-02,18,,1,2.52,2.52,0,0
402,2024-01-02,11,3,3,3.79,3.95,20,1
403,2024-01-02,28,,5,4.89,4.89,0,0
404,2024-01-02,1,,5,8.63,8.63,0,0
405,2024-01-02,2,,2,2.09,2.09,0,0
406,2024-01-02,20,,4,5.17,5.17,0,0
407,2024-01-02,25,2,1,1.59,2.07,30,1
408,2024-01-02,30,,3,4.87,4.87,0,0
409,2024-01-02,23,2,4,3.61,4.69,30,1
410,2024-01-02,23,2,2,1.81,2.35,30,1
411,2024-01-02,18,2,4,9.19,10.1,30,1
412,2024-01-02,15,,1,2.23,2.23,0,0
413,2024-01-02,5,,4,7.34,7.34,0,0
414,2024-01-02,10,,5,3.57,3.57,0,0
415,2024-01-02,14,,4,5.1,5.1,0,0
416,2024-01-02,8,,4,3.06,3.06,0,0
417,2024-01-02,13,,2,1.82,1.82,0,0
418,2024-01-02,17,,2,3.48,3.48,0,0
419,2024-01-02,9,3,4,5.34,4.45,20,1
420,2024-01-02,27,3,1,0.89,0.97,20,1
421,2024-01-02,27,,5,4.84,4.84,0,0
422,2024-01-02,22,,4,6.77,6.77,0,0
423,2024-01-02,15,,5,11.14,11.14,0,0
424,2024-01-02,11,,5,6.59,6.59,0,0
425,2024-01-02,13,,4,3.64,3.64,0,0
426,2024-01-02,28,,2,1.95,1.95,0,0
427,2024-01-02,8,,5,3.82,3.82,0,0
428,2024-01-02,28,3,4,3.6,3.91,20,1
429,2024-01-02,23,,4,4.69,4.69,0,0
430,2024-01-02,22,,2,3.38,3.38,0,0
431,2024-01-02,2,,2,2.09,2.09,0,0
432,2024-01-02,19,,3,8.98,8.98,0,0
433,2024-01-02,28,3,4,3.6,3.91,20,1
434,2024-01-02,1,,2,3.45,3.45,0,0
435,2024-01-02,21,3,2,3.25,3.69,20,1
436,2024-01-02,11,,5,6.59,6.59,0,0
437,2024-01-02,21,,1,1.84,1.84,0,0
438,2024-01-02,28,,5,4.89,4.89,0,0
439,2024-01-02,11,,4,5.27,5.27,0,0
440,2024-01-02,2,3,5,5.85,5.23,20,1
441,2024-01-02,8,,1,0.77,0.77,0,0
442,2024-01-02,4,,1,1.27,1.27,0,0
443,2024-01-02,23,,3,3.52,3.52,0,0
444,2024-01-02,2,,3,3.14,3.14,0,0
445,2024-01-02,10,,3,2.14,2.14,0,0
446,2024-01-02,5,,2,3.67,3.67,0,0
447,2024-01-02,19,2,2,5.45,5.98,30,1
448,2024-01-02,20,,4,5.17,5.17,0,0
449,2024-01-02,8,,4,3.06,3.06,0,0
450,2024-01-02,5,,2,3.67,3.67,0,0
451,2024-01-02,9,2,4,4.68,4.45,30,1
452,2024-01-02,29,,4,7.72,7.72,0,0
453,2024-01-02,22,3,5,7.44,8.46,20,1
454,2024-01-02,12,3,5,9.22,9.6,20,1
455,2024-01-02,23,,3,3.52,3.52,0,0
456,2024-01-02,10,,2,1.43,1.43,0,0
457,2024-01-02,28,3,4,3.6,3.91,20,1
458,2024-01-02,19,,3,8.98,8.98,0,0
459,2024-01-02,23,3,3,3.1,3.52,20,1
460,2024-01-02,9,,1,1.11,1.11,0,0
461,2024-01-02,22,,1,1.69,1.69,0,0
462,2024-01-02,24,,4,3.6,3.6,0,0
463,2024-01-02,29,,3,5.79,5.79,0,0
464,2024-01-02,8,,5,3.82,3.82,0,0
465,2024-01-02,8,,2,1.53,1.53,0,0
466,2024-01-02,22,,2,3.38,3.38,0,0
467,2024-01-02,29,3,1,1.78,1.93,20,1
468,2024-01-02,2,,5,5.23,5.23,0,0
469,2024-01-02,5,,1,1.84,1.84,0,0
470,2024-01-02,11,2,4,4.43,5.27,30,1
471,2024-01-02,26,,5,6.38,6.38,0,0
472,2024-01-02,12,,5,9.6,9.6,0,0
473,2024-01-02,9,3,2,2.67,2.23,20,1
474,2024-01-02,26,,3,3.82,3.82,0,0
475,2024-01-02,11,,1,1.32,1.32,0,0
476,2024-01-02,3,,2,2.65,2.65,0,0
477,2024-01-02,8,,4,3.06,3.06,0,0
478,2024-01-02,26,,5,6.38,6.38,0,0
479,2024-01-02,26,2,4,4.11,5.1,30,1
480,2024-01-02,15,,3,6.68,6.68,0,0
481,2024-01-02,22,,3,5.07,5.07,0,0
482,2024-01-02,27,2,3,2.34,2.91,30,1
483,2024-01-02,16,,1,2.43,2.43,0,0
484,2024-01-02,18,,3,7.57,7.57,0,0
485,2024-01-02,8,,1,0.77,0.77,0,0
486,2024-01-02,15,,3,6.68,6.68,0,0
487,2024-01-02,4,2,2,2.48,2.53,30,1
488,2024-01-02,10,2,4,3.0,2.86,30,1
489,2024-01-02,29,3,5,8.88,9.65,20,1
490,2024-01-02,12,,5,9.6,9.6,0,0
491,2024-01-02,24,,2,1.8,1.8,0,0
492,2024-01-02,21,,1,1.84,1.84,0,0
493,2024-01-02,20,,4,5.17,5.17,0,0
494,2024-01-02,9,,1,1.11,1.11,0,0
495,2024-01-02,7,,4,6.36,6.36,0,0
496,2024-01-02,8,3,3,2.75,2.29,20,1
497,2024-01-02,18,3,3,7.88,7.57,20,1
498,2024-01-02,7,,1,1.59,1.59,0,0
499,2024-01-02,27,2,4,3.12,3.88,30,1
500,2024-01-02,21,,5,9.22,9.22,0,0
501,2024-01-02,2,2,3,3.07,3.14,30,1
502,2024-01-02,26,2,5,5.13,6.38,30,1
503,2024-01-02,19,,2,5.98,5.98,0,0
504,2024-01-02,8,,3,2.29,2.29,0,0
505,2024-01-02,26,2,5,5.13,6.38,30,1
506,2024-01-02,5,2,5,9.0,9.18,30,1
507,2024-01-02,4,3,1,1.42,1.27,20,1
508,2024-01-02,26,,2,2.55,2.55,0,0
509,2024-01-02,1,2,2,3.38,3.45,30,1
510,2024-01-02,24,,4,3.6,3.6,0,0
511,2024-01-02,24,,1,0.9,0.9,0,0
512,2024-01-02,25,,3,6.2,6.2,0,0
513,2024-01-02,4,,4,5.07,5.07,0,0
514,2024-01-02,20,,1,1.29,1.29,0,0
515,2024-01-02,30,2,5,6.53,8.12,30,1
516,2024-01-02,2,,4,4.18,4.18,0,0
517,2024-01-02,14,,1,1.27,1.27,0,0
518,2024-01-02,30,2,4,5.23,6.49,30,1
519,2024-01-02,11,2,5,5.53,6.59,30,1
520,2024-01-02,9,,5,5.57,5.57,0,0
521,2024-01-02,18,,3,7.57,7.57,0,0
522,2024-01-02,20,3,5,6.72,6.46,20,1
523,2024-01-02,4,,1,1.27,1.27,0,0
524,2024-01-02,21,,5,9.22,9.22,0,0
525,2024-01-02,7,,4,6.36,6.36,0,0
526,2024-01-02,8,3,4,3.67,3.06,20,1
527,2024-01-02,13,,4,3.64,3.64,0,0
528,2024-01-02,11,3,4,5.06,5.27,20,1
529,2024-01-02,12,,2,3.84,3.84,0,0
530,2024-01-02,16,2,1,2.21,2.43,30,1
531,2024-01-02,3,3,4,5.94,5.3,20,1
